sg_sites,n_materials
C2/m | 2a 2d 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 8j 8j 8j 8j 8j,2
P2_12_12 | 2a 2b 2b 4c 4c 4c,2
R-3c | 6b 18e,2
P-62m | 2c 3f 3f 3g 6k,2
C2/m | 4g 4h 4i 4i 4i 4i 8j 8j 8j,2
Ima2 | 4a 4b 8c 8c,2
C2/c | 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,2
Pmmm | 1a 1e 2q 2r 2r 2s 2t,2
Pmmn | 2a 2a 2b 4e 4f,2
Pmm2 | 1a 1a 1a 1b 1b 1b 1b 1c 1c 1c 1c 1d 1d 1d 1d 2g 2g 2g 2g 2h 2h 2h 2h,2
P4_2/ncm | 4a 4c 4e 8i 8i,2
R3m | 3a 3a 3a 9b 9b 9b,2
P-3m1 | 1a 2c 2d 2d 2d 2d,2
P2_12_12 | 2a 2b 4c 4c 4c 4c 4c 4c 4c,2
Imma | 4a 4c 4d 8h 8i,2
Cmmm | 2a 2b 4f 4j 8p,2
Im-3m | 2a 6b 8c 12d 12e,2
Immm | 2a 4e 4f 4h 4i 8l 8l 8l 8m 16o,2
I-4 | 2a 2b 2c 2d 8g 8g,2
C2 | 2a 2b 4c 4c 4c 4c 4c 4c 4c,2
C2/m | 2a 2b 2c 2d 4e 4i 4i 8j,2
Cmcm | 4c 8f 8g 16h,2
P-3m1 | 1a 2c 2c 2d 2d 2d 2d 2d,2
Fd-3m | 16c 16d,2
P2_12_12_1 | 4a 4a 4a,2
Immm | 4g 8l,2
P-6 | 1a 2h 3j 3k 3k 3k 3k 6l,2
Pmmn | 2a 2a 2b 4e 4e 4e 4e 4e,2
P6_3/mmc | 4f 6h 6h,2
P4_2/nnm | 2a 2b 4c 4e 4f,2
Imma | 4a 4c 4e,2
P2_1 | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,2
C2/m | 2a 2c 4i 4i 4i 4i 8j,2
Amm2 | 2a 4d,2
I4_1/amd | 4a 8c 8e 16f 16g 16h 16h,2
Pmna | 4e 4h 4h,2
C2/c | 4c 4e 4e 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,2
Pc | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,2
Cmcm | 4a 4b 8g,2
Cmmm | 2a 2c 4h 4j 4j 8p 8p 8p 8q,2
P-31m | 1a 1b 2d 6k,2
Cm | 2a 2a 2a 2a 2a 2a 4b 4b 4b,2
Pm-3m | 1a 1b 3c 3d 8g,2
P2/c | 2a 2c 2f 2f,2
P4/mmm | 1a 1b 2e 2f 2g 2g 2h 2h 4i 4i,2
P4_122 | 4a 4a 4b 4b 8d 8d,2
P-1 | 1a 1g 2i 2i 2i,2
P4/mbm | 2c 4g 8j,2
Immm | 2a 2d 4h 4i 4j 8l,2
Pmma | 2e 2e 2e,2
Pmma | 2a 2e 2f 2f 4i 4i 4i 4i 4j 4j 4j,2
P4/m | 1a 1c 4j 4k,2
P6_3mc | 2a 2b 2b 2b 2b 2b 2b 2b 2b,2
P6_3cm | 2a 4b 6c 6c,2
C2/m | 2a 2c 4f 4i 4i 4i 8j,2
Pbcm | 4c 4c 4d 4d 4d 8e 8e 8e 8e 8e,2
P-43m | 1a 4e,2
C2/m | 2a 2d,2
Imma | 4a 4e 4e 8g 8h 8h,2
C2 | 2a 4c 4c,2
Cmcm | 4c 4c 4c 8g,2
P4/mmm | 1a 1b 1c 2e 2h 4i,2
Cmcm | 4c 4c 8f 8g 8g,2
P6_3/mmc | 2a 6h 6h 12k,2
Pbcn | 4a 4c 8d 8d 8d 8d 8d 8d,2
P1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a,2
Pcca | 4c 4d 8f 8f 8f 8f,2
P4_332 | 8c 8c 12d 24e,2
Ima2 | 4b 4b 4b 4b,2
P-1 | 1a 1h 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,2
Cmcm | 4c 4c 8g 8g,2
P-3m1 | 2c 2c 2d 2d 2d 2d 2d 2d,2
P4_2mc | 2a 2b 2c 2c 4d 4e 4e 8f,2
P2 | 1a 1b 1c 1d 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e,2
P6_3/mcm | 2a 4d 6g 12k,2
Amm2 | 2a 2b 4c 4d 4e 8f,2
I4/mmm | 2a 2b 4e 4e,2
Im-3m | 2a 6b 24h,2
Pmmm | 1a 1g 2q 2q 2r 2r 2s 2s 2t,2
I4_1/amd | 8c 8d,2
C2/m | 4e 4i 4i,2
Cmce | 4a 8d 8e 8f,2
Pmmn | 4e 4e,2
Cm | 2a 2a 2a,2
Pnma | 4c 4c 4c 4c 4c 4c 4c 4c 8d 8d 8d 8d,2
P2 | 1a 1d 2e 2e 2e 2e 2e,2
C2/m | 4g 4h 4i 4i 4i 4i 8j,2
I-43m | 8c 8c 24g 24g,2
P-62m | 2c 3f 3f 3f 3g 6k,2
Cmmm | 2a 4g 4h 4i 4j 8p 8p 8q 8q,2
Cmc2_1 | 4a 4a 4a 4a 4a 4a,2
P6_3/m | 2c 6h 6h 6h 12i,2
R3m | 3a 3a 9b 9b 9b 9b 9b 9b 18c,2
Pmm2 | 1a 1c 2g 2g 2h 2h 2h,2
Pbcm | 4a 4c 4c 4d 4d 4d 8e,2
P2/c | 2e 2e 2f 4g 4g 4g 4g 4g,2
C2/m | 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i,2
Pm | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b,2
I4mm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b 4b 4b,2
C2/m | 2a 2d 4i 4i 4i 4i 4i,2
C2/c | 4e 4e 4e 8f 8f 8f,2
P4_1 | 4a 4a 4a 4a 4a,2
Pc | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,2
C2/m | 2a 4i 4i 4i 4i 4i 4i 4i 4i,2
P4mm | 1a 1a 1a 1a 1b 1b 1b 2c 2c 2c 2c 4d 4d 4d 4d 4e 4e 4e 4e 4f 4f 4f 4f,2
P-62m | 2c 3f 3f 3g,2
Fddd | 16e 16g 16g 32h,2
Cmcm | 4c 4c 8f 8g,2
P6_3/m | 2a 4f 4f 6h 12i,2
P2_1 | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,2
P6_3/m | 2b 4f 6h 6h 6h 12i,2
P2_13 | 4a 4a 4a 4a 12b 12b 12b 12b,2
I4/mmm | 2a 4c 4e 16m,2
Pmm2 | 1a 1a 1a 1a 1b 1b 1b 1b 1c 1c 1d 1d 2g 2g 2h 2h,2
Immm | 2a 2c 4g 4j 8l 8m 8n,2
P6_3 | 2a 2b 2b 6c 6c 6c 6c 6c 6c,2
Fmmm | 4a 8f 8h 8i 8i 16j 16m,2
I-43d | 16c 24d,2
P4_2/mnm | 4c 4e 4f 8j,2
P2/m | 1a 2m 2m 2n 2n,2
Im-3m | 2a 6b 12e 24h,2
Imma | 4e 4e 4e 4e 8g 8h 8h 8i 16j 16j,2
P-1 | 1a 1b 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,2
P-4m2 | 1a 2e 2f 2g 2g 2g 2g 2g,2
Cmmm | 2a 2c 4i 4i 4j,2
Cmce | 8d 8e 8e 8f 8f 8f,2
R32 | 6c 9d 18f,2
R-3 | 3a 3b 6c 6c 18f 18f 18f 18f 18f,2
I4/mmm | 2a 2b 4d 4e 4e 4e 8g,2
C2/c | 4c 4e 4e 4e 8f 8f 8f 8f,2
P4/mcc | 2a 4e 16n,2
Cmc2_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,2
P4/mmm | 1a 2f 2g 2g 2h 4i,2
Pccn | 4c 4d 8e 8e 8e 8e 8e 8e,2
P6_322 | 2b 4f 6g 6h,2
P-62m | 3f 3g 4h 6i 6i 6j 6k,2
I4_1/amd | 4a 8e 8e,2
C2/c | 4a 8f 8f 8f 8f 8f 8f 8f,2
F-43m | 4a 16e 16e 24f 24g,2
Pmmn | 2a 2a 2b 4c 4e,2
Immm | 2a 4f,2
Ama2 | 4a 4b 4b 4b 4b 8c 8c,2
Pmma | 2e 2e 2f,2
C2 | 2a 2a 2a 2a 2a 2a 2b 2b 2b 2b 2b 2b,2
P-1 | 1a 1e 2i,2
Pma2 | 2a 2b 2c 2c 2c 2c 4d,2
P6_3/mmc | 2a 2c 4e 4f 4f 4f,2
P6/mmm | 1a 1b 2c 6i,2
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,2
Cmcm | 4c 4c 4c 4c 8g 8g 8g,2
F-43m | 16e 16e 16e,2
R3 | 3a 3a 3a 3a 3a 3a 9b 9b,2
C2/m | 2a 2b 4g 8j,2
C2/m | 2a 2b 4i 8j,2
P3m1 | 1a 1a 1a 1a 1b 1b 1b 1b 1c 1c 1c 1c,2
I4_1/amd | 4a 4b 8d 32i,2
Cmmm | 4i 4i,2
P1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a,2
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 4b,2
Cmcm | 4c 8f,2
P6_322 | 2c 2d 4f 6g 6g 12i,2
C2/m | 2a 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i,2
Cc | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,2
Cmcm | 4a 4c 8f,2
Amm2 | 2a 2b 4c 4c,2
C2 | 2a 2a 2a 2a 2a 2b 2b 2b 2b 2b,2
P2_1/m | 2e 2e 2e 2e 2e 4f 4f 4f 4f 4f,2
Cmc2_1 | 4a 4a 4a 4a 4a 4a 8b 8b 8b,2
P2_12_12_1 | 4a 4a 4a 4a 4a,2
Pmn2_1 | 2a 2a 4b,2
Fmmm | 8f 8g 8h 8i 32p,2
Pbcm | 4a 4c 4d 4d 8e,2
Amm2 | 2a 2a 2a 2a 2a 2a 4e 4e 4e,2
Fmm2 | 4a 4a 8c 8c,2
Pbam | 2a 2d 4g 4g 4g 4h 4h,2
Cm | 2a 2a 2a 2a 2a 2a 4b,2
P4mm | 1a 1b 2c 2c,2
C2/m | 4e 4f 4h 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 8j 8j,2
P-1 | 1a 1b 2i 2i 2i 2i 2i 2i 2i 2i,2
P-1 | 1a 1f 2i 2i 2i 2i 2i,2
Ibam | 4a 8g 8j 8j 8j 8j,2
C2/m | 4i 4i 4i 4i 4i 4i 4i 8j 8j,2
C2/c | 4a 4b 4c 4e 8f 8f 8f 8f 8f 8f 8f,2
I-42m | 2a 4c 4e 8i,2
P-3m1 | 1a 2c 2d 2d 6i,2
P2_1/m | 2e 2e 2e 2e 2e 4f 4f 4f 4f,2
P-1 | 1a 1h 2i 2i 2i 2i 2i 2i 2i,2
P4/mmm | 1a 1c 1d 2e 2g 2h,2
P-3 | 1a 2d 2d 6g,2
I2_13 | 8a 12b 12b 24c 24c,2
C2/m | 2a 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i,2
Pm | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b,2
C2/c | 4c 4d 4e 4e,2
P-3m1 | 1a 1b 2d 2d 6h 6i 6i 6i 6i,2
R3m | 3a 3a 3a 3a 3a 3a 9b 9b,2
Pmmm | 1a 1c 2q 2q 2t 2t 2t,2
P3m1 | 1a 1a 1b 1b 1b 1c 1c 1c,2
P6_3/mmc | 2a 2b 4f 6g 6h 6h 12k,2
Pbcm | 4c 4d 4d 8e 8e 8e 8e 8e,2
Immm | 4e 4f 4g 4i 4i 4j 8k 8l 8l,2
P-3m1 | 2d 2d 2d 2d 2d,2
Pm | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b,2
Cmc2_1 | 4a 4a 4a 8b 8b 8b,2
P4_2/ncm | 8i 8i,1
C2/c | 4a 4e 4e 4e 8f,1
Cmcm | 4c 4c 8e 8g 8g 8g 8g,1
P3 | 1a 1a 1a 1b 1b 1b 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d,1
Cmce | 8f 8f 8f 8f 16g 16g,1
P4_2/n | 8g 8g 8g 8g 8g,1
Pmma | 2a 2e 2e 2f 2f 4i 4i 4i 4j 4j 4j,1
R-3m | 6c 6c 6c 6c 6c 6c 18h 18h,1
I4/mmm | 2a 4c 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 8g 8g,1
I2_12_12_1 | 4a 4a 4b 4c,1
P2_12_12 | 2a 2b 4c 4c 4c 4c 4c 4c,1
P-31m | 1a 2d 6k 6k,1
C2/m | 2a 2c 4i 4i 4i 4i 8j 8j,1
P-62c | 2c 6g 6h 6h 12i,1
Cm | 2a 2a 2a 2a 4b 4b 4b 4b 4b 4b 4b,1
I4/mmm | 2a 2b 4d 4e 8h 8i 16m 16m 16n,1
P6_3/m | 2c 6h 6h 6h 6h 6h 6h 6h 6h 6h,1
Pmc2_1 | 2a 2a 2a 2a 2b 2b 2b,1
P4mm | 1a 1a 1a 1a 1b 1b 2c 2c,1
P6/mmm | 1a 2c 2e 2e 3g 4h 4h 6i 6i,1
P2/c | 2e 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g,1
Pm | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b,1
P4mm | 1a 1a 1b 2c 4d,1
I4/m | 4d 4e 8h 16i,1
C2/c | 4a 8f,1
C2 | 4c 4c 4c 4c 4c,1
P-6 | 1a 2i 3j 3k 3k 3k 3k 6l,1
Pnma | 4c 4c 4c 4c 4c 4c 8d 8d 8d 8d 8d,1
P3_112 | 3a 3b 6c 6c 6c 6c 6c 6c 6c,1
Cmce | 8f 8f 8f 8f 8f 16g 16g,1
Fm-3m | 4a 24d,1
P4/mmm | 1a 1b 1c 1d 2e 2f 4i 8r,1
Cmmm | 2a 2c 4i 8p,1
I4/mcm | 4a 4b 4d 8h,1
I4/mmm | 2a 4e 4e 8g,1
P-3 | 1a 1b 2d 2d 6g 6g,1
Pnma | 4c 4c 4c 4c 4c 8d 8d 8d 8d,1
Pm | 1a 1a 1a 1a 1b 1b,1
I4/m | 4d 4e 8h 8h,1
P-1 | 1a 1b 1d 1f 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
P2/c | 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g,1
P6/mmm | 1a 12n,1
Cmmm | 4e 4g 4j,1
Pnna | 4c 4d 8e 8e 8e,1
R-3c | 6b 12c 12c 18e 36f,1
I4/mcm | 4b 4c 8f 8h,1
Cmmm | 2a 2b 2c 4i 4i 4j 4j,1
P6_322 | 2b 2c 6g 6g 12i 12i 12i 12i,1
Pm | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b,1
Immm | 4g 4h 4i 8m,1
P-42_1c | 2a 2b 4d 8e,1
C2/m | 2a 2c 4i 4i 4i 4i 4i 4i 4i,1
C2/c | 4a 4c 4d 4e 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,1
Pbam | 4g 4g 4g 4h 8i 8i,1
C2 | 2a 2a 2b 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c,1
P6_3/mcm | 4e 6g 12k,1
R-3m | 3a 6c 6c 9e 18h 18h,1
P2/m | 1a 1b 1c 1h 2m 2m 2m 2n 2n 2n 4o 4o 4o,1
P6/mmm | 1a 1b,1
Cmmm | 2a 2c 4e 4f 4i 4j,1
Cmc2_1 | 4a 4a 4a 4a 8b 8b 8b 8b 8b 8b 8b,1
P4_2/mnm | 4f,1
P-62m | 1a 2d 3f 3f 3f 3g 6i 6k 12l,1
I4_1/acd | 8a 8b 16e 16e 32g 32g,1
Imm2 | 2a 2b 4c 4c 4c 4d 4d 4d,1
P6_3mc | 2a 2a 2a 2b 2b 2b 2b 2b 2b 2b 6c 6c 6c 6c 6c,1
P6_3/m | 2b 4f 6h 6h 12i,1
Ibam | 4a 4d 8e 8f 8g 16k,1
C2 | 2a 2b 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c,1
I4_1/a | 8e 16f 16f,1
R-3 | 6c 18f 18f 18f,1
Cmce | 8d 8f 8f 8f 16g 16g,1
Pm | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b,1
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b,1
P-42_1c | 4c 4d 8e 8e 8e 8e 8e 8e 8e,1
Amm2 | 2a 2a 2a 2b 4c 4c 4c 4c 4e 8f,1
R-3m | 18f 18h 18h,1
R-3 | 3a 3b 6c 18f 18f 18f,1
C2/m | 4g 4g 4h 4h 4i 4i 8j 8j 8j,1
Pmmm | 1a 1c 1e 1g 1h,1
P4/m | 1a 1c 2f 4j 4j 4k 4k,1
Cmmm | 2a 2d 4i 4i 4i 4i 4i 4j 4j 4j 4j 4j 4j 4j 4j,1
P2/m | 1a 2m 2m 2m 2m 2m 2m 2m 2m 2n 2n 2n 2n 2n 2n 2n 2n 2n,1
Pmm2 | 1a 1a 1a 1a 1b 1b 1b 1c 1c 1c 1d 1d 1d 1d 2e 2e 2f 2f 2g 2g 2h 2h 4i 4i,1
I4_122 | 4a 4b 8f,1
P2/m | 1a 1c 1e 1h 2m 2n,1
P-1 | 1a 1e 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
R-3m | 3a 3b 18f 18g 18h 18h 18h 18h 18h 18h,1
Cmmm | 2a 4g 4j,1
I4_1 | 8b 8b 8b 8b 8b 8b 8b 8b 8b 8b 8b 8b 8b 8b,1
Pbcm | 4d 4d 4d 4d 8e,1
Pmmn | 2a 2a 2b 4e 4e 8g,1
Pnnm | 2a 4g 4g 4g 4g 4g 4g,1
P-4m2 | 1a 1b 1c 2g,1
P-62c | 2a 4f 6h 6h 12i,1
P-3 | 1a 1b 2c 2d 2d 2d 6g 6g 6g 6g,1
P2_1/c | 2a 4e,1
P312 | 1a 1d 1f 6l,1
I-4 | 2a 2d 4f 8g 8g 8g,1
Pca2_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,1
C2/c | 4a 4e 8f,1
R3 | 3a 3a 3a 9b 9b 9b 9b 9b 9b 9b,1
I4/mmm | 2a 2b 4c 4d 8h 8h 8i 8j 16k 16m,1
Pmm2 | 1a 1a 1c 1d 2e 2e 2e 2f 2f 2f 2g 2g 2h 4i 4i 4i 4i 4i 4i 4i 4i 4i,1
Fm-3m | 4a 4b 8c 24e 32f 48g 48h,1
Imma | 4a 4e 4e 8g 8h 8h 8h 8i 16j 16j 16j,1
Cmce | 8e 8e 8f 8f 16g 16g,1
Cmcm | 4c 4c 4c 4c 4c 8f 16h,1
C2 | 2a 2a 2b 2b 4c 4c 4c 4c 4c 4c,1
P2/c | 2e 2f 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g,1
Pbca | 4a 8c,1
C2 | 2a 2a 2b 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c,1
C2/m | 2a 2b 2c 4f 4i 4i 4i 4i 4i 4i 8j 8j 8j,1
Cmc2_1 | 4a 4a,1
Pn-3 | 8e 12f 12g 24h,1
C2/m | 2a 4h 4i 4i 4i 4i 8j 8j 8j 8j 8j 8j 8j,1
I4_1md | 4a 4a 4a 8b,1
C2/m | 2a 2d 4f 4i 4i 4i 4i 4i 8j 8j,1
P4/mbm | 2a 4g 4g 4h 8j,1
C2/c | 4c 4e 4e 8f 8f 8f 8f 8f 8f,1
Pmn2_1 | 2a 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b,1
P6_3/mmc | 2a 4f 6h 12k 12k,1
P-62c | 2a 4f 6h 12i,1
P-1 | 1a 1g 2i 2i,1
Pmn2_1 | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,1
P-3m1 | 1a 2c 2d 2d 2d 3e 6i 6i,1
Pbcm | 4d 4d 4d 4d 4d 8e 8e,1
P2_1/c | 2a 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e,1
Pmna | 2a 2c 4g,1
P4/mmm | 1a 1b 2e 2g 2g 2h 2h 4i,1
Cmm2 | 2a 2a 2b 4c 4e 4e 4e 4e,1
P4/n | 2c 2c 2c 2c 8g 8g 8g,1
P-43m | 1a 1b 3c 3d 4e,1
Pc | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,1
Cmmm | 4i,1
R-3m | 3a 3b 9d,1
P-6 | 1a 2h 2i 3j 3j 3j 3j 3k 3k 3k 3k 6l 6l,1
Cmc2_1 | 4a 4a 8b 8b 8b 8b 8b 8b 8b,1
P6mm | 1a 1a 1a,1
C2/m | 4g 4h 4h 4i 4i,1
C2/m | 2a 2d 4g 4i 8j,1
P4/nmm | 2a 2c 4e 8i 8i,1
P-1 | 1a 1g 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
Cmce | 8d 8e 8f 8f 8f 8f,1
Fmmm | 4a 8e 8f 8i 16m,1
Cmcm | 4c 4c 4c 4c 8f,1
P4/mmm | 1a 1d 2e 2g 2h 2h 2h 4i,1
Pbcm | 4c 4d 4d 4d 4d 8e 8e 8e 8e 8e,1
R-3m | 3a 6c 9d 18f 18h,1
P31c | 2b 2b 6c 6c 6c 6c 6c 6c 6c 6c 6c,1
Fdd2 | 8a 16b,1
I4/mmm | 8h 16l,1
F-43m | 4a 4b 4d 24f 24f,1
R3 | 3a 3a 3a 9b 9b,1
C2/m | 4g 4i 4i 4i 4i 8j 8j,1
Pnma | 4c,1
R-3m | 18h 18h 36i 36i 36i 36i,1
P2_1/m | 2a 2c 2e 2e 2e 2e 2e 2e 2e 2e 4f 4f,1
C2/m | 2a 2c 4g 4i 4i 4i 4i 8j,1
P4/mmm | 1a 1c 2e 2g 2h 4i,1
P321 | 1a 1b 2d 2d 6g,1
P4/nmm | 2c 2c 2c 4f,1
P6/mmm | 1a 1b 2d,1
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,1
C2/m | 2a 4i 4i 4i 4i 4i 8j 8j,1
P2 | 1a 1a 1c 1c 2e 2e 2e 2e 2e 2e 2e 2e 2e,1
Pm | 1a 1a 1a 1a 1b 1b 1b 1b 2c 2c,1
C222_1 | 4a 4a 4a 4a 4b 4b 4b 4b 8c 8c 8c 8c 8c 8c 8c 8c 8c,1
P4mm | 1a 1a 1a 1a 1b 1b 1b 1b 2c 2c 2c 2c 4d 4d 4e 4e 4f 4f,1
I4/mmm | 2a 2b 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 8g 8g 8g,1
F-43c | 8a 8b 32e 32e 96h,1
I222 | 2a 2d 4h 4i 4i 4j 4j 8k 8k 8k 8k 8k 8k 8k,1
C2 | 2a 2a 2b 4c 4c 4c 4c 4c 4c,1
P-31m | 3f 3g 6i 6k,1
I4/m | 4d 4e 4e 8h 8h 16i,1
Cmc2_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 8b 8b 8b 8b,1
Ama2 | 4a 4b 4b 4b 4b 4b 4b 4b 8c 8c 8c 8c 8c,1
R-3m | 3a 6c 6c 6c 9d 18h,1
Cmcm | 4a 4c 4c 8f 8f 8f 8f 8f 8f 8f 8f,1
R3c | 6a 6a 6a 18b 18b 18b,1
P2/c | 2a 2f 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g,1
C2/c | 4a 4c 4d 8f 8f,1
R32 | 3a 6c 6c 6c 9e 18f,1
C2/m | 2a 4g 4i,1
Ccce | 8e 8f 8h 16i 16i 16i 16i 16i 16i,1
C222 | 2a 4i 4j 4k 4k 4k 4k 4k,1
C2/m | 2a 4i 8j 8j,1
Immm | 2a 2b 2d 4g 4i 4i 8l 8l 8l,1
I2_12_12_1 | 4a 4b 4c 4c 8d,1
C2/m | 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i,1
P222_1 | 2a 2b 2c 2c 2d 2d 4e 4e 4e 4e 4e,1
Cmcm | 4a 4c 4c 4c 4c 8f 8f 8f 8f 8f,1
I4/mmm | 2a 4e 4e 4e 4e 4e 8g,1
P2/m | 1a 1d 2m 2m 2m 2m 2m 2m 2m 2m 2m 2m 2m 2m 2m 2n 2n 2n 2n 2n 2n 2n 2n 2n 2n 2n 2n 2n 2n 2n,1
P2_1/m | 2e 2e 2e 2e 2e 2e 2e 4f 4f 4f 4f 4f 4f 4f,1
R-3c | 12c 18e 18e 36f 36f,1
C2/c | 8f 8f 8f 8f,1
R-3c | 6b 12c 18e 18e 36f 36f,1
Pbcm | 4d,1
P2_12_12 | 2a 2b 4c 4c 4c,1
Cmmm | 2a 2c 4k,1
Pmmm | 1a 1h 2r,1
Pcca | 4c 4d 4e 8f,1
Immm | 4e 4f 4i 4j 8l 16o,1
I4/mmm | 4c 4d 4e 4e 4e 16m,1
I4_1/amd | 8c 8d 8e 8e 8e 8e 16g 16h 16h 32i,1
Cccm | 4a 4e 8g 8h 8l 8l,1
P2_1/m | 2a 2e 2e 4f 4f,1
P2_1/c | 2a 2d 4e 4e,1
P4_12_12 | 4a 8b 8b 8b 8b 8b 8b,1
Imma | 4a 4c 4e 4e 4e 16j,1
C2/m | 4i 4i 4i 4i 4i 4i 4i 4i 4i 8j 8j,1
C2/m | 2a 2b 4i 4i 4i 4i 4i 4i 4i 4i 4i,1
P4/nmm | 2a 2b 2c 2c 2c 2c 2c 2c 4f,1
P-4 | 1a 1c 2g 4h 4h 4h 4h 4h,1
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b 4b 4b 4b 4b 4b 4b,1
Cmmm | 2a 2c 4j 8q,1
Pmm2 | 1a 1b 1c 1c 1d 1d 2g 2h 2h,1
R-3m | 3a 6c 6c 6c 6c 6c 6c 6c 6c,1
