sg_sites,n_materials
P-1 | 1a 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,2
C222_1 | 4a 4b 8c,2
P-6 | 1a 1c 1f 3j 3j 3j 3k 3k,2
Immm | 2a 2b 4i 8l 8l 8m 8n,2
Cc | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,2
C2/c | 4c 4e 8f 8f,2
Cmmm | 2a 2c 4i 4i 4j 4j 4j,2
P-62c | 2b 2c 6g 6h,2
P4_12_12 | 4a 4a 8b 8b,2
Pna2_1 | 4a 4a 4a,2
Immm | 2a 2b 2c 4j,2
Pbam | 2a 2c 4g 4g 4h 4h,2
Cmc2_1 | 4a 4a 4a 4a 4a 4a 8b,2
Cmmm | 4i 4j,2
C2/c | 8f 8f 8f 8f 8f 8f 8f,2
Pmma | 2e 2f 2f 4g 4i 4i 4j 4k,2
P6/mmm | 1a 3g,2
I4/mmm | 2a 4c 4d 4e,2
P-62c | 2a 2c 2d 4f 6g,2
R3m | 3a 3a 3a 3a 3a 3a 3a 3a 3a,2
P2/c | 2e 2f 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g,2
R-3m | 3a 6c 6c 9d,2
C2/c | 4a 4c 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f,2
Pca2_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a,2
Cmc2_1 | 4a 4a 4a 4a,2
C2/c | 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,2
P6_3/m | 2c 6h 6h 12i,2
P2/c | 2e 2e 2f 4g 4g 4g 4g 4g 4g 4g 4g,2
P2_12_12_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,2
Pc | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,2
F-43m | 4a 16e 16e 16e,2
Cc | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,2
P-4n2 | 2a 4f 4f 4f 4g 8i 8i,2
Cc | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,2
P-1 | 1a 1h 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,2
Pmn2_1 | 2a 2a 2a 2a 2a 2a 4b 4b,2
I-43m | 2a 6b 8c,2
C2/m | 2a 2d 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 8j 8j 8j 8j 8j,2
Cm | 2a 2a 2a 2a 4b 4b 4b 4b 4b,2
P4/mbm | 2a 2c 2d 4g 4h 8i 8j 8j 8j,2
I4/mmm | 2a 4c 4d,2
C2/m | 2a 2b 4i 4i 4i 4i 4i 8j 8j 8j 8j,2
Pnma | 4a 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 8d 8d,2
C2 | 4c 4c 4c 4c 4c 4c,2
Pn-3m | 4b 6d,2
Pbcm | 4c 4c 4d 4d 8e 8e 8e,2
I4/m | 2a 2b 4e 8h 16i,2
P2_1/m | 2e 2e 2e 2e 4f,2
P2/c | 2e 2f 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g,2
Fmmm | 8f 8g 8h 8i 16m 16n 32p,2
I-4 | 2a 2c 8g 8g 8g,2
Ibca | 8d 8d 8e 16f 16f 16f 16f 16f,2
Fm-3m | 4a 4b 24d 32f,2
P6_422 | 3c 3d 12k,2
R-3c | 12c 18e 18e 36f,2
Pmm2 | 1a 1a 1a 1b 1b 1b 1b 1c 1c 1c 1c 1d 1d 1d 1d 2e 2e 2e 2e 2f 2f 2f 2f 2g 2g 2g 2g 2h 2h 2h 2h 4i 4i 4i 4i,2
P6_3/m | 2b 4f 6h 6h 6h 6h 12i,2
C2/m | 2a 4i 4i 4i 4i 8j 8j 8j,2
P6_3mc | 2b 2b 6c 6c 6c 6c 12d,2
P-6m2 | 1a 1b 1c,2
P2/c | 2e 2f 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g,2
R32 | 3a 3b 9d 9d 9d 9e 18f,2
P-4m2 | 1a 1b 1c 2e 2e 2e 2e 2f 2f 2f 2f 2g 2g 2g 2g 2g,2
Immm | 2a 4h 4j 4j 8l,2
P2_1 | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,2
F-43m | 4a 4b 16e 16e 16e 16e 24f 24f 24g,2
I4/mmm | 2a 2b 4d 16m,2
I4/mmm | 4d 4e 4e 8h 8h 8i 16m 16n 16n,2
Pna2_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,2
P4/nmm | 2c 4d 4e 8i 8i,2
Ama2 | 4a 4b 4b 4b 4b 4b 8c,2
P3_221 | 3a 3a 3b 3b 6c 6c,2
P2_12_12_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,2
Pnnm | 4e 4g 4g 4g 4g 4g 4g 8h,2
P2_1/c | 4e 4e,2
P2_1/m | 2a 2e 2e 2e 2e 2e 2e 2e 4f 4f 4f 4f,2
R-3 | 3a 6c 18f 18f 18f,2
C2/m | 2a 4f 4i 4i 4i 4i 4i 8j,2
Pnma | 4c 4c 4c 4c 4c 4c 4c 4c 4c 8d 8d 8d,2
R-3m | 3a 6c 6c 6c 6c 6c 6c,2
P6_322 | 2a 2c 2d 12i,2
P6/mmm | 2c,2
C2/c | 4c 4e 8f,2
P4_322 | 4a 4b 4c 8d 8d,2
P6_3mc | 2a 2a 2a 2a 2b 2b 2b 2b 2b,2
C2/m | 2a 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i,2
P-3 | 1a 2d 6g 6g 6g,2
Fd-3m | 16c 16d 32e 32e 48f,2
P-3m1 | 2d 2d 6i 6i 6i,2
Fdd2 | 16b 16b 16b 16b 16b 16b 16b,2
C2/c | 4e 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,2
Pnma | 4c 4c 4c 4c 4c 4c 4c 8d 8d 8d 8d,2
P2/m | 1a 1h 2m 2m 2m 2n 2n 2n,2
R-3 | 18f 18f 18f 18f 18f,2
P-1 | 1a 1g 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,2
C2/m | 2a 2c 4e 4i 4i 4i 4i 4i 8j,2
P4_12_12 | 4a 4a 8b,2
P6_3/mmc | 6g 6h 12k 12k,2
Pm-3m | 1a 1b 3c 3d 6e 6f 8g 12h,2
Pbam | 2a 2b 2c 4g 4g 4h 4h 8i 8i 8i,2
R-3c | 6a 6b 12c 12c 36f,2
P4/nbm | 2a 2c 2d 4g 4h 8m 8m,2
P-1 | 1a 1e 1f 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,2
Cmmm | 2a 2b 4f 4i,2
P4/ncc | 4c 8f 16g,2
C2/c | 4a 8f 8f 8f 8f 8f 8f 8f 8f 8f,2
I4/m | 2a 2b 8h,2
P4_2/mnm | 4d 4e 4f 4g 8j 8j 16k,2
Cmmm | 2a 4f 4h 4i 4i 4i 4j 4j 8p,2
Pm | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 2c 2c 2c 2c 2c 2c 2c 2c,2
Pm | 1a 1a 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1b 1b 2c 2c 2c 2c 2c 2c 2c 2c 2c 2c 2c 2c,2
C2/m | 2a 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i,2
Pbca | 4a 8c 8c 8c 8c,2
P6_322 | 2c 6g,2
P4_32_12 | 4a 8b,2
P2_13 | 4a 4a 4a 4a 12b 12b,2
Cc | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,2
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b,2
P-31c | 2b 2c 2d 12i,2
R-3m | 3a 6c 9d 18h 18h,2
Pbam | 4g 4g 4g 4h 4h,2
R-3m | 3a 6c 9d 18g,2
P4_2/mnm | 2a 4d 4e 4f,2
R-3m | 3a 3b 6c 6c 6c 6c 6c 6c 6c 6c 6c,2
Cmcm | 4a 4c 4c 4c 8d 8f 8f 8f 8g 16h,2
Pm-3m | 1a 3c 8g,2
I-4 | 8g 8g 8g 8g,2
Fddd | 16f 16g 16g,2
I4/mmm | 2a 4e 4e 4e 4e 4e 4e 8g 8g,2
Cmce | 4a 8d 8d 8e 8f 8f 16g 16g,2
Amm2 | 2a 2b,2
C2 | 2a 2a 2a 2a 2b 2b 2b 2b,2
Cccm | 8l 8l,2
P4/mbm | 2a 2b 2d 4h,2
P4_2/mnm | 4f 4f 4g 8i 8i 8i,2
P6_3/mcm | 2a 2b 4c 12k,2
Ama2 | 4a 4a 4b 4b 4b 4b 4b 4b,2
I4_1/a | 4a 16f 16f 16f 16f 16f 16f 16f,2
Cmc2_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,2
P4/mbm | 2a 4f 4g 4h 16l,2
C2/m | 4i,2
Pnc2 | 2a 2a 4c 4c 4c 4c,2
P2/m | 1a 1b 2j 2m 2n 4o,2
Cmcm | 4c 8e 8g,2
Pmmm | 1a 1g,2
P3_121 | 3a 3b 6c,2
P2_1/m | 2e 2e 2e 4f 4f,2
P2/m | 1a 1b 1g 1h 4o,2
P6_3/mcm | 4d 4e 6g 8h,2
I4/mmm | 2a 2b 4c 8f,2
I4/mcm | 4a 4d 16l,2
P2_1/c | 2a 4e 4e,2
P-1 | 1a 1g 2i 2i 2i 2i 2i 2i 2i 2i 2i,2
P-1 | 1a 1d 2i 2i 2i 2i 2i,2
R3m | 3a 3a 3a 3a 3a 9b 9b,2
Pnnm | 2a 2d 4g,2
Cmcm | 4a 4c 4c 8d 8f 8f 8g 8g 8g 16h,2
C2/m | 2a 2b 4h 4i 4i 4i 4i 8j 8j,2
Cmcm | 4a 4c 4c 4c 8d 8f 8f 8g 8g 16h,2
P-1 | 1a 1b 1e 1h 2i 2i,2
Cmm2 | 2a 2a 2b 2b 4c 4c,2
Immm | 2a 2d 4j,2
Pbcn | 4c 4c 8d 8d 8d 8d,2
Amm2 | 2a 2a 4d 4e 4e,2
P6/mmm | 1a 3f,2
Im-3 | 2a 12e 24g,2
Cmmm | 2a 2d 8n,2
P2_1/c | 2a 2b 4e 4e 4e 4e,2
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,2
I4/m | 2a 4d 4e 8h,2
Pmmm | 1a 1d 2k,2
Cmm2 | 2a 2a 2a 2a 2b 2b 2b 2b 4e 4e 4e 4e 8f 8f 8f 8f,2
P-1 | 1a 1g 2i 2i 2i 2i 2i 2i 2i 2i,2
P2_1 | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,2
P-62m | 2c 3f 3g 3g,2
Pm | 1a 1a 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1b 1b,2
Pmc2_1 | 2a 2a 2a 2b 2b 2b 2b 2b,2
Cmmm | 2a 2d 4i 4j 4l 8m,2
Pbam | 4e 4g 4g 4g 4g 4h 4h 4h 4h 8i 8i 8i,2
P4_2/m | 2e 4h 4i 4j 4j 8k 8k,2
Pbcm | 4d 4d,2
P2_1/c | 2a 2b 4e 4e,2
Imma | 4a 4e 8g,2
Amm2 | 2a 2a 2a 2b 4d 4d 4d 4e 4e 4e 4e,2
C2/c | 4a 4b 4e 8f 8f 8f 8f,2
Pmc2_1 | 2a 2a 2a 2a 2b 2b 2b 4c 4c,2
P6_3mc | 2a 2b 6c,2
P-42_1m | 2a 2b 2c 4e,2
Cmcm | 4a 4c 4c 4c 8f 8g 8g 16h,2
P4/nmm | 2a 2b 2c 8i 8j 8j,2
P2_1/m | 2a 2e 2e 2e 2e 2e 2e 2e 4f,2
Fdd2 | 16b 16b 16b,2
Pm | 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 2c 2c 2c 2c 2c 2c,2
Pmmm | 1a 1d 2q 2q 2r 2r 2s 2s 2t,2
P-3m1 | 1a 1b 2d 2d 6g 6i 6i 6i 6i,2
Pnnm | 4e 4f 4g 4g 4g 4g 8h,2
Fmmm | 8e 8i 8i 8i 16j,2
P4/mmm | 1a 1b 1d 2e,2
Cmmm | 2a 4f 4i,2
P-1 | 1a 1h 2i 2i 2i,2
Pmmn | 2a 2a 2a 2a,2
P2/c | 2e 2f 4g 4g 4g 4g,2
I4mm | 2a 2a 2a 2a 2a,2
Pbam | 4g 4g 4h,2
P2/c | 2a 2d 2e 2f 4g 4g 4g 4g 4g,2
Cmmm | 2a 4i 4i 4j 4j 4j,2
Immm | 4i 4j,2
P2_1/m | 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 4f 4f 4f,2
Pmmm | 1a 1f 2j,2
P6_3/mcm | 2a 4d 6g,2
Pbam | 4e 4g 4g 4h 4h 8i,2
Pmmn | 2a 2a 2b 2b 4e 4e 4e 4e 4e 4e,2
I-4 | 8g 8g 8g,2
Cmcm | 4a 8e 8f 8g,2
I4/mmm | 2a 4d 4e 4e 4e 8g,2
Cmcm | 4a 4c 4c 8e 8f 8g,2
C2/m | 2a 2b 2d 4h 4i 4i 4i 8j,2
Cc | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,2
C2/m | 2a 2c 4i 4i 4i 8j 8j,2
I4_1/a | 16f 16f 16f 16f 16f 16f,2
P-1 | 1a 1b 2i 2i,2
P-3m1 | 1a 2d 6g 6i 6i 6i,2
F-43m | 4a 4c 16e 16e 16e,2
C2/c | 4a 4c 4e 8f 8f 8f,2
C2 | 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c,2
Pmm2 | 1a 1a 1a 1a 1b 1b 1b 1b 1c 1c 1c 1d 1d 1d 1d 2e 2e 2e 2e 2f 2f 2f 2f 2g 2g 2g 2g 2h 2h 2h 2h 4i 4i 4i 4i,2
Pnnm | 4e 4g 4g 4g 8h,2
Cmce | 8d 8e 8f,2
Cmcm | 4a 4c 4c 8f 8f 8f 8f 8f,2
P2_1 | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,2
Fd-3m | 32e 32e 48f 96g,2
P2/c | 2e 2f 4g 4g 4g 4g 4g 4g 4g 4g,2
P-1 | 1a 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,2
P2/c | 2e 2e 2f 4g 4g 4g 4g 4g 4g 4g,2
P-1 | 1a 1h 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,2
Pnma | 4c 4c 8d 8d 8d 8d 8d,2
Ccce | 4a 16i,2
Amm2 | 2a 2a 2a 2a 2b 2b 2b 2b,2
Fddd | 8a 16f 32h,2
C2 | 2a 2b 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c,2
P-4c2 | 2a 2d 4e 8j,2
P-1 | 1a 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,2
Cmc2_1 | 4a 4a 8b 8b 8b 8b 8b 8b,2
P-1 | 1a 1e 2i 2i 2i 2i,2
I4/mmm | 2a 4d 4e 4e 8g,2
Cmce | 4a 8e 8f 8f 8f 8f 8f 16g,2
I4_1/amd | 8e 8e,2
R-3c | 6b 12c 12c 12c 18e 36f 36f,2
Pm | 1a 1a 1a 1a 1b 1b 1b,2
Imma | 4a 4b 4c 4d 4e 8h 16j,2
P4/nmm | 2a 2c 2c 4e 8i 8i 8j,2
P-1 | 1a 1b 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,2
P-1 | 1a 1h 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,2
P2_1/m | 2a 2e 2e 4f,2
Pm | 1a 1a 1a 1a 1b 1b 1b 1b 2c 2c 2c 2c 2c 2c,2
Cmcm | 4c 4c 4c 4c 8f 8f 8f 8f 8f 8f 8f 8f,2
Cmcm | 4c 4c 8e 8g 8g 16h,2
Pna2_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,2
P-1 | 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,2
P2_1/c | 2a 2c 4e 4e 4e 4e 4e,2
R3m | 3a 9b 9b 9b 18c 18c 18c,2
Pnma | 4c 4c 8d 8d 8d 8d,2
P4_2/mnm | 4c 4f 8j,2
Pnnm | 2a 2c 4g,2
P2_13 | 4a 12b,2
Pnnm | 4e 4g 4g 4g 4g 4g 4g 8h 8h 8h 8h,2
P-1 | 1a 1g 2i 2i 2i 2i 2i,2
Cmce | 4a 4b 8d 8e 8f 8f 16g 16g 16g 16g,2
Cmmm | 4i 4i 4i 4j 4j,2
Fd-3m | 8a 16d 48f,2
Pca2_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,2
I-42m | 2a 2b 4c 8i,2
Imma | 4c 4e 8f 8h,2
Pca2_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,2
Ima2 | 4a 4b 4b 4b 4b 8c 8c,2
Pnma | 4c 4c 4c 4c 8d 8d 8d 8d,2
Immm | 2a 4f 4h 4j,2
P4/mmm | 1a 1b 4i,2
P4/mmm | 1a 1b 1c 1d 2g 4i,2
P4/mmm | 1a 1c 1d 2g 2g 2g 2h 4i 4i,2
Pbam | 2a 2c 4g 4g 4g 4g 4h 4h 4h 4h 4h,2
C2/c | 4a 4b 4c 4e 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,2
P6_3cm | 2a 4b 6c 6c 6c 12d 12d,2
P-6c2 | 2a 2c 4g 4h 6k 12l 12l 12l,2
I4/m | 2a 2b 4d 4e 8h 8h 8h 8h 8h 8h 16i 16i 16i,2
P2_1/m | 2e 2e 2e 2e 4f 4f 4f,2
Immm | 4g 4i,2
P1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a,2
C2/m | 2a 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i,2
C2/m | 4i 4i 4i 4i 4i 8j 8j,2
P2/c | 2a 2e 2f 2f 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g 4g,2
R-3 | 18f 18f 18f 18f 18f 18f 18f,2
Pmm2 | 1a 1a 1a 1a 1b 1b 1b 1b 1c 1c 1c 1c 1d 1d 1d 1d 2e 2e 2f 2f 2g 2g 2h 2h 4i 4i,2
Cmcm | 4a 4c 4c 8f 8g,2
P-31c | 2a 2c 4f 12i,2
P4/nnc | 2a 2b 4d 16k,2
Pm | 1a 1a 1a 1b 1b,2
R-3 | 6c 6c 18f 18f 18f 18f 18f,2
Cmcm | 4c 4c 4c 8g 8g,2
Immm | 2a 4g 4h 4i 4i 4i 4j 4j 4j 4j 8k 8l 8l 16o,2
Immm | 2a 2d 4i,2
I422 | 2a 4c 8j,2
Fmmm | 8f 8h 8i 16n,2
P4/mbm | 2a 2b 2c 4g 4h 8k,2
Cmcm | 4a 4c 4c 4c,2
P4/mcc | 2a 8m,2
C2/m | 2a 2b 4f 4g 4i,2
P6_3/mmc | 2a 2b 2c 4e 4f,2
Cmmm | 2a 4i 4i 4j 4j 4j 4j 4j,2
C2/m | 4e 4h 4i 4i 4i 8j,2
Fdd2 | 8a 8a 16b 16b 16b,2
I4/mmm | 4d 4e 8i 16m,2
C2/m | 2a 2d 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 8j 8j 8j 8j 8j,2
P2_12_12 | 2a 2b 2b 4c 4c 4c,2
P-62m | 2c 3f 3f 3g 6k,2
C2/m | 4g 4h 4i 4i 4i 4i 8j 8j 8j,2
Ima2 | 4a 4b 8c 8c,2
C2/c | 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,2
Pmmm | 1a 1e 2q 2r 2r 2s 2t,2
Pmmn | 2a 2a 2b 4e 4f,2
P6_3/mmc | 2a 4f 6h 6h 12k,2
P4_2/ncm | 4a 4c 4e 8i 8i,2
R3m | 3a 3a 3a 9b 9b 9b,2
P-3m1 | 1a 2c 2d 2d 2d 2d,2
P2_12_12 | 2a 2b 4c 4c 4c 4c 4c 4c 4c,2
C2/c | 4e 4e 4e 8f 8f,2
Imma | 4a 4c 4d 8h 8i,2
Cmmm | 2a 2b 4f 4j 8p,2
Im-3m | 2a 6b 8c 12d 12e,2
Imma | 4c 4e 8h 8h 8h 16j 16j,2
Pna2_1 | 4a 4a 4a 4a 4a 4a,2
Immm | 2a 4e 4f 4h 4i 8l 8l 8l 8m 16o,2
I-4 | 2a 2b 2c 2d 8g 8g,2
Cmcm | 4c 8f 8g 16h,2
P-3m1 | 1a 2c 2c 2d 2d 2d 2d 2d,2
P2_12_12_1 | 4a 4a 4a,2
Immm | 4g 8l,2
Cmce | 8c 8d 8e 8e 8f 8f 8f 8f 8f 8f 8f 8f,2
Pmmn | 2a 2a 2b 4e 4e 4e 4e 4e,2
P2_1/m | 2e 2e 2e 2e 4f 4f 4f 4f,2
Imma | 4a 4c 4e,2
P4/mmm | 1a 1b 1d 2h 4i,2
P2_1 | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,2
Pmmm | 1a 1c 1e 1g 4v,2
C2/m | 2a 2c 4i 4i 4i 4i 8j,2
Amm2 | 2a 4d,2
I4_1/amd | 4a 8c 8e 16f 16g 16h 16h,2
Pmna | 4e 4h 4h,2
C2/c | 4c 4e 4e 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,2
Pc | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,2
Cmcm | 4a 4b 8g,2
Cmmm | 2a 2c 4h 4j 4j 8p 8p 8p 8q,2
P-31m | 1a 1b 2d 6k,2
P-42_1m | 4e 4e 4e 8f,2
Cm | 2a 2a 2a 2a 2a 2a 4b 4b 4b,2
Imm2 | 2a 2a 2a 2a,2
P2/c | 2a 2c 2f 2f,2
P4/mmm | 1a 1b 2e 2f 2g 2g 2h 2h 4i 4i,2
P-1 | 1a 1g 2i 2i 2i,2
P4/mbm | 2c 4g 8j,2
P4mm | 1a 1a 1b 1b 2c,2
Immm | 2a 2d 4h 4i 4j 8l,2
Pm-3 | 1a 6f 6g 6h 8i 12j,2
Pmma | 2e 2e 2e,2
Pmma | 2a 2e 2f 2f 4i 4i 4i 4i 4j 4j 4j,2
P4/m | 1a 1c 4j 4k,2
P6_3mc | 2a 2b 2b 2b 2b 2b 2b 2b 2b,2
Amm2 | 2a 4c,2
C2/m | 2a 2c 4f 4i 4i 4i 8j,2
Pbcm | 4c 4c 4d 4d 4d 8e 8e 8e 8e 8e,2
P-43m | 1a 4e,2
C2/m | 2a 2d,2
Imma | 4a 4e 4e 8g 8h 8h,2
C2 | 2a 4c 4c,2
Cmcm | 4c 4c 4c 8g,2
P4_2/m | 2a 2c 4j 4j 8k,2
P4/mmm | 1a 1b 1c 2e 2h 4i,2
Cmcm | 4c 4c 8f 8g 8g,2
P6_3/mmc | 2a 6h 6h 12k,2
P1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a,2
Pcca | 4c 4d 8f 8f 8f 8f,2
P4_332 | 8c 8c 12d 24e,2
Ima2 | 4b 4b 4b 4b,2
Pnma | 4a 4c 4c 4c 8d 8d,2
P-3m1 | 2c 2c 2d 2d 2d 2d 2d 2d,2
P2 | 1a 1b 1c 1d 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e,2
P6_3/mcm | 2a 4d 6g 12k,2
Amm2 | 2a 2b 4c 4d 4e 8f,2
I4/mmm | 2a 2b 4e 4e,2
Im-3m | 2a 6b 24h,2
Pmmm | 1a 1g 2q 2q 2r 2r 2s 2s 2t,2
I4_1/amd | 8c 8d,2
C2/m | 4e 4i 4i,2
Cmce | 4a 8d 8e 8f,2
Pmmn | 4e 4e,2
Cm | 2a 2a 2a,2
Pnma | 4c 4c 4c 4c 4c 4c 4c 4c 8d 8d 8d 8d,2
P2 | 1a 1d 2e 2e 2e 2e 2e,2
C2/m | 4g 4h 4i 4i 4i 4i 8j,2
I-43m | 8c 8c 24g 24g,2
P-62m | 2c 3f 3f 3f 3g 6k,2
Cmmm | 2a 4g 4h 4i 4j 8p 8p 8q 8q,2
Pmmm | 1a 1d 1e 2q 2r 2r 2s 2t,2
Cmc2_1 | 4a 4a 4a 4a 4a 4a,2
Ia-3 | 8a 24d 48e,2
P6_3/m | 2c 6h 6h 6h 12i,2
Pmm2 | 1a 1c 2g 2g 2h 2h 2h,2
Pbcm | 4a 4c 4c 4d 4d 4d 8e,2
I-43d | 12a 16c,2
Pm | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b,2
C2/c | 4e 4e 4e 8f 8f 8f,2
P4_1 | 4a 4a 4a 4a 4a,2
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,2
Pc | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,2
C2/m | 2a 4i 4i 4i 4i 4i 4i 4i 4i,2
P4mm | 1a 1a 1a 1a 1b 1b 1b 2c 2c 2c 2c 4d 4d 4d 4d 4e 4e 4e 4e 4f 4f 4f 4f,2
P6_3/mmc | 2a 2b 4e 4f 4f 4f 4f 4f 6h 12k 12k,2
P-62m | 2c 3f 3f 3g,2
Fddd | 16e 16g 16g 32h,2
Cmcm | 4c 4c 8f 8g,2
P2_1 | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,2
P6_3/m | 2b 4f 6h 6h 6h 12i,2
P2_13 | 4a 4a 4a 4a 12b 12b 12b 12b,2
I4/mmm | 2a 4c 4e 16m,2
P6_3 | 2a 2b 2b 6c 6c 6c 6c 6c 6c,2
Fmmm | 4a 8f 8h 8i 8i 16j 16m,2
I-43d | 16c 24d,2
P4_2/mnm | 4c 4e 4f 8j,2
P2/m | 1a 2m 2m 2n 2n,2
Im-3m | 2a 6b 12e 24h,2
Imma | 4e 4e 4e 4e 8g 8h 8h 8i 16j 16j,2
